Name,Global_Sales
Rad Racer,1.96
Forza Horizon,1.96
Tom Clancy's Rainbow Six: Vegas,1.95
Crash Nitro Kart,1.95
Resident Evil 6,1.95
Grand Theft Auto: San Andreas,1.95
Star Wars: Dark Forces,1.95
NBA Street Vol. 2,1.95
Def Jam Vendetta,1.94
Kirby Squeak Squad,1.94
Burnout Paradise,1.94
Who wants to be a millionaire,1.94
Alleyway,1.94
Scooby Doo and the Cyber Chase,1.94
The Sims 3,1.94
FIFA Soccer 09,1.94
Dragon Ball Z: Budokai 3,1.94
Call of Duty: World at War,1.94
Jet Moto 2,1.94
Tom Clancy's Ghost Recon,1.94
BioShock Infinite,1.93
X-Men Legends,1.93
Mortal Kombat II,1.93
Virtua Fighter 2,1.93
Mortal Kombat vs. DC Universe,1.93
Destiny: The Taken King,1.93
Tetris DX,1.93
The Legend of Zelda: Oracle of Ages,1.92
Destiny,1.92
Red Faction,1.92
The Sims: Makin' Magic,1.92
Mario Party: Island Tour,1.92
MX Unleashed,1.92
PaRappa The Rapper,1.92
Guitar Hero: World Tour,1.92
Need for Speed: Shift,1.91
Mario Party 3,1.91
Diablo III,1.91
LittleBigPlanet 3,1.91
Star Wars Rogue Leader: Rogue Squadron II,1.9
Tomb Raider (2013),1.89
Mario Super Sluggers,1.89
Donkey Kong Country Returns,1.89
Monopoly,1.89
Madden NFL 09,1.88
Batman: Arkham Origins,1.88
Game Party 2,1.88
Yu-Gi-Oh! Forbidden Memories,1.88
Mortal Kombat: Deception,1.88
Hot Shots Golf 2,1.88
Medal of Honor: European Assault (All Region sales),1.88
NBA 2K17,1.88
Toy Story Mania!,1.88
WCW Nitro,1.88
High School Musical: Sing It!,1.87
Star Fox Adventures,1.87
FIFA 2000,1.87
Madden NFL 25,1.87
Dynasty Warriors 3,1.87
The Legend of Zelda: Oracle of Seasons,1.86
Ratchet & Clank Future: A Crack in Time,1.86
Madden NFL 06,1.86
Shrek 2,1.86
Turok 2: Seeds of Evil,1.86
The Legend of Dragoon,1.86
SingStar,1.86
Star Wars: The Force Unleashed,1.86
NBA Live 2002,1.86
Just Cause 3,1.86
Chrono Cross,1.86
Jak 3,1.85
Kingdom Hearts: Chain of Memories,1.85
Pinball,1.85
Max Payne 3,1.85
Gran Turismo Concept 2001 Tokyo,1.84
LEGO Marvel Super Heroes,1.84
Phineas and Ferb,1.84
NCAA Football 06,1.84
"Hey You, Pikachu!",1.83
Rayman Raving Rabbids 2,1.83
2 Games in 1: Sonic Advance & ChuChu Rocket!,1.83
Jet Moto,1.83
Kirby: Triple Deluxe,1.83
Secret of Mana,1.83
GoldenEye 007 (2010),1.83
Sonic Classic Collection,1.83
Air Combat,1.83
Diablo III,1.82
inFAMOUS 2,1.82
World of Warcraft: Mists of Pandaria,1.82
Sonic & Knuckles,1.82
Namco Museum,1.82
The Sims: Hot Date,1.82
Demon's Souls,1.82
The Orange Box,1.82
DDRMAX2: Dance Dance Revolution,1.81
Crazy Taxi,1.81
Virtua Fighter 4,1.81
Mafia III,1.81
Sly 2: Band of Thieves,1.81
Guitar Hero: World Tour,1.8
Sonic Advance 2,1.8
Madden NFL 07,1.8
NFL GameDay 2000,1.8
NBA 2K11,1.8
Forza Motorsport 6,1.8
The Evil Within,1.79
Metroid Prime 3: Corruption,1.79
The Legend of Zelda: The Wind Waker,1.79
Disney's The Lion King,1.79
Professor Layton and the Mask of Miracle,1.79
Midnight Club II,1.78
SpongeBob SquarePants: SuperSponge,1.78
The Getaway: Black Monday,1.78
50 Cent: Bulletproof,1.77
Final Fantasy II,1.77
Kirby 64: The Crystal Shards,1.77
Dead or Alive 3,1.77
Dragon Quest Monsters: Joker,1.76
LEGO Star Wars III: The Clone Wars,1.76
High School Musical: Sing It!,1.76
Metroid II: Return of Samus,1.76
WWF Attitude,1.76
UFC 2009 Undisputed,1.76
The SpongeBob SquarePants Movie,1.76
Golden Sun,1.76
Sonic the Hedgehog 3,1.76
Kid Icarus,1.76
Def Jam: Fight for NY,1.76
Tom Clancy's Ghost Recon,1.76
State of Emergency,1.76
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,1.76
The Urbz: Sims in the City,1.76
Star Wars: Starfighter,1.76
Madden NFL 2000,1.75
Star Wars: Battlefront,1.75
Pro Evolution Soccer,1.75
Madden NFL 17,1.75
Just Cause 2,1.75
Disney's Aladdin,1.75
Kirby's Adventure,1.75
Yoshi,1.75
The Elder Scrolls Online,1.75
FIFA Soccer 08,1.75
Crackdown,1.75
Wii Party U,1.75
Dance Dance Revolution X,1.75
2 Games in 1: Disney Princess & The Lion King,1.75
Kingdom Hearts,1.74
Star Wars Episode I: The Phantom Menace,1.74
Xenosaga Episode I: Der Wille zur Macht,1.74
Watch Dogs,1.74
Kinect Star Wars,1.74
Dragon's Dogma,1.74
Cruis'n USA,1.74
Madden NFL 99,1.74
The Order: 1886,1.74
SSX Tricky,1.73
Knack,1.73
Twisted Metal III,1.73
Harry Potter and the Sorcerer's Stone,1.73
Dragon Quest VI: Realms of Revelation,1.73
Crash Bandicoot: The Huge Adventure,1.73
Hitman: Absolution,1.73
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,1.72
The Crew,1.72
Call of Duty: World at War Final Fronts,1.72
NBA 2K15,1.72
Madden NFL 2005,1.72
Star Ocean: Till The End of Time,1.72
Call of Duty: Modern Warfare 3,1.72
Dishonored,1.71
Toy Story 2: Buzz Lightyear to the Rescue!,1.71
The Beatles: Rock Band,1.71
Ace Combat 5: The Unsung War,1.71
Need for Speed Underground,1.71
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,1.71
Tetris Worlds,1.71
Imagine: Teacher,1.71
Call of Duty: Black Ops 3,1.71
Deal or No Deal,1.7
FIFA Soccer 10,1.7
Portal 2,1.7
Super Puyo Puyo,1.7
NCAA Football 07,1.7
The Sims 3: Late Night Expansion Pack,1.7
No Man's Sky,1.7
Ben 10: Protector of Earth,1.7
Cabela's Big Game Hunter 2010,1.69
SOCOM 3: U.S. Navy SEALs,1.69
BioShock Infinite,1.69
Jampack Winter '99,1.69
Call of Duty: Black Ops 3,1.69
WCW vs. nWo: World Tour,1.69
WCW/NWO Thunder,1.69
Harry Potter and the Sorcerer's Stone,1.69
Dragon Ball Z: The Legacy of Goku,1.69
Cooking Mama 3: Shop & Chop,1.69
Resident Evil 4,1.69
Personal Trainer: Math,1.69
Game Party 3,1.68
Need For Speed: Undercover,1.68
World Championship Poker: Featuring Howard Lederer - All In,1.68
NFL GameDay 98,1.68
Sonic Colors,1.68
Saints Row 2,1.68
Yoshi's Cookie,1.68
Time Crisis,1.68
Sid Meier's Civilization V,1.68
 Fire Emblem Fates,1.68
The Sims: Superstar,1.68
Metroid Fusion,1.68
We Ski,1.67
Star Wars Battlefront: Renegade Squadron,1.67
SSX 3,1.67
Madden NFL 2001,1.67
Star Wars: Battlefront II,1.67
Disney's DuckTales,1.67
Tony Hawk's Pro Skater 3,1.67
"Monsters, Inc.",1.67
PGR: Project Gotham Racing 2,1.67
Dragon Age: Origins,1.67
Spy Hunter,1.67
NCAA Football 2004,1.67
Fight Night Round 3,1.67
StarCraft II: Heart of the Swarm,1.67
SpongeBob SquarePants: Battle for Bikini Bottom,1.67
Until Dawn,1.66
Big Beach Sports,1.66
Street Fighter II': Special Champion Edition,1.66
SSX,1.66
Shaun White Snowboarding: Road Trip,1.66
NBA Ballers,1.66
Saints Row IV,1.66
NBA Live 2003,1.66
LEGO Batman 2: DC Super Heroes,1.66
Dragon Ball Z: Budokai Tenkaichi,1.66
Dark Souls III,1.65
Ms. Pac-Man,1.65
Kirby's Return to Dreamland,1.65
Mario Party 6,1.65
Super Scope 6,1.65
Star Wars The Clone Wars: Lightsaber Duels,1.65
Need for Speed Carbon,1.65
Heavenly Sword,1.65
Dragon Quest V: Tenkuu no Hanayome,1.65
MySims,1.65
Kirby & the Amazing Mirror,1.64
Army of Two,1.64
Dig Dug,1.64
Tom Clancy's Rainbow Six,1.64
Ghosts 'n Goblins,1.64
Tiger Woods PGA Tour 2003,1.64
NBA Live 06 (All region sales),1.64
Prince of Persia: Warrior Within,1.64
Far Cry 4,1.63
ESPN NFL 2K5,1.63
Beyond: Two Souls,1.63
Pikmin,1.63
Tiger Woods PGA Tour 2004,1.63
NBA 2K15,1.63
Call of Duty: Black Ops,1.63
Ape Escape,1.63
NCAA Football 2005,1.62
Max Payne 3,1.62
Viva Pinata,1.62
Tony Hawk's American Wasteland (Old all region sales),1.62
Kinectimals,1.62
Kirby Air Ride,1.62
LEGO Marvel Super Heroes,1.62
Sled Storm,1.62
Destiny,1.62
Rock Band,1.62
Dragon Quest IV: Chapters of the Chosen,1.62
NFL Street 2,1.61
Baseball,1.61
Yu-Gi-Oh! Duel Monsters,1.61
Super Mario Strikers,1.61
Buzz! The Music Quiz,1.61
Rage,1.6
Mario Hoops 3 on 3,1.6
SpongeBob's Atlantis SquarePantis,1.6
Dollar Dash,1.6
F-1 World Grand Prix,1.6
River Raid,1.6
Just Cause 2,1.6
Silent Hill,1.6
Sonic Heroes,1.6
Disney Infinity,1.6
ESPN NBA 2K5,1.59
Diablo,1.59
Far Cry 2,1.59
The Legend of Zelda: Twilight Princess,1.59
Soul Edge,1.59
Mario Bros.,1.59
Pro Evolution Soccer 2008,1.59
NASCAR 2000,1.59
Pokemon Battle Revolution,1.58
Kingdom Hearts 3D: Dream Drop Distance,1.58
Dance Dance Revolution: Hottest Party 2,1.58
SoulCalibur IV,1.58
Jampack Summer 2K,1.58
Sonic Generations,1.58
Spyro 2: Season of Flame,1.58
Mario Party 10,1.58
Devil May Cry 4,1.57
Dead Rising 3,1.57
Pro Evolution Soccer 2010,1.57
NCAA Football 2002,1.57
Gears of War: Judgment,1.57
Watch Dogs,1.57
Guitar Hero: On Tour Decades,1.57
FIFA 16,1.57
Madden NFL 15,1.57
Conflict: Desert Storm,1.57
Mario Party 7,1.57
Dragon Quest V: Hand of the Heavenly Bride,1.57
High School Musical 3: Senior Year,1.56
Smuggler's Run,1.56
Fight Night Round 3,1.56
Need for Speed: Most Wanted,1.56
Carnival Games: Mini Golf,1.56
Donkey Kong Classics,1.56
Hannah Montana: Music Jam,1.56
Twisted Metal,1.56
Final Fight,1.56
Pokemon Mystery Dungeon: Explorers of Sky,1.56
Dragon Quest Monsters 2,1.56
Pokemon Pinball: Ruby & Sapphire,1.56
MySims Kingdom,1.55
LEGO Pirates of the Caribbean: The Video Game,1.55
Stuntman,1.55
Tom Clancy's Rainbow Six 3,1.55
LEGO Harry Potter: Years 1-4,1.55
007: The World is not Enough,1.55
Spider-Man 2: Enter: Electro,1.55
Guitar Hero 5,1.55
Command & Conquer: Tiberian Sun,1.55
Wolfenstein: The New Order,1.55
Mafia II,1.55
Moshi Monsters: Moshling Zoo,1.54
BioShock 2,1.54
Dark Cloud,1.54
Warcraft III: The Frozen Throne,1.54
Active Life: Outdoor Challenge,1.54
Tom Clancy's Ghost Recon Advanced Warfighter,1.54
Ratchet & Clank (2016),1.54
MVP Baseball 2005,1.54
Die Hard Trilogy,1.54
Uncharted: Golden Abyss,1.53
Go Vacation,1.53
Pro Evolution Soccer 2013,1.53
Mortal Kombat 3,1.53
NFL GameDay 99,1.53
Dishonored,1.53
Mario Golf: Toadstool Tour,1.53
Tiger Woods 99 PGA Tour Golf,1.53
Call of Duty: Black Ops II,1.53
Resident Evil: The Umbrella Chronicles,1.52
Knockout Kings,1.52
The Simpsons Skateboarding,1.52
Donkey Kong Country: Tropical Freeze,1.52
NASCAR 98,1.52
Xevious,1.52
F1 Race,1.52
NASCAR 99,1.52
Final Fantasy XIV: A Realm Reborn,1.52
NBA Live 2000,1.52
Fight Night Round 4,1.52
Super Monkey Ball 2,1.52
Pac-Man World 2,1.51
Disney Fairies: Tinker Bell,1.51
MySims Kingdom,1.51
Dead Space 2,1.51
Puzzle & Dragons,1.51
Call of Duty: Modern Warfare: Reflex Edition,1.51
Mega Man 2,1.51
Simpsons Wrestling,1.51
NBA Live 98,1.51
The Simpsons Game,1.51
Monopoly,1.51
The Simpsons Game,1.51
Football Manager 2012,1.51
Ni no Kuni: Wrath of the White Witch,1.51
SoulCalibur II,1.5
Call of Duty 3,1.5
Tokyo Xtreme Racer Zero,1.5
NFL Blitz,1.5
Red Faction II,1.5
Madden NFL 2001,1.5
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,1.5
WWF No Mercy,1.5
Ice Climber,1.5
Sonic CD,1.5
Star Wars: The Force Unleashed II,1.5
Pac-Man World,1.5
Rock Band 2,1.49
Final Fantasy: Crystal Chronicles,1.49
Medal of Honor: Frontline,1.49
Madden NFL 09,1.49
Dead Rising 2,1.49
Banjo-Tooie,1.49
Buzz! The BIG Quiz,1.49
Mafia II,1.49
Batman: Arkham Knight,1.49
Doom (2016),1.49
Dirge of Cerberus: Final Fantasy VII,1.48
WWF WrestleMania 2000,1.48
Wario Land II,1.48
Nintendo World Cup,1.48
Sonic Rivals 2,1.48
Bratz: Forever Diamondz,1.48
Resistance 3,1.48
Drawn To Life: SpongeBob SquarePants Edition,1.48
Disney Sing It: Pop Hits,1.48
007: Quantum of Solace,1.48
Major League Baseball 2K5,1.48
Fight Night 2004,1.48
LEGO Star Wars III: The Clone Wars,1.48
Tom Clancy's Splinter Cell: Pandora Tomorrow,1.48
LEGO City Undercover,1.47
Imagine: Master Chef,1.47
Disney Princess,1.47
Mario Golf,1.47
Call of Duty Black Ops: Declassified,1.47
Tom Clancy's Ghost Recon: Future Soldier,1.47
Fight Night Round 3,1.47
Xenogears,1.46
The SpongeBob SquarePants Movie,1.46
Super Scribblenauts,1.46
Midway Arcade Treasures,1.46
Triple Play 99,1.46
Dragon Quest VII: Warriors of Eden,1.46
Super Monkey Ball,1.46
SoulCalibur IV,1.46
Donkey Kong,1.46
Mortal Kombat 4,1.46
New Play Control! Mario Power Tennis,1.46
Mario Superstar Baseball,1.46
Wall-E,1.46
WCW vs the World,1.46
Battlefield: Bad Company,1.46
Homefront,1.45
Onimusha 3: Demon Siege,1.45
Madden NFL 15,1.45
Red Dead Revolver,1.45
Resident Evil: Outbreak,1.45
Tamagotchi,1.45
4 Nin uchi Mahjong,1.45
Dragon Ball Z,1.45
Game de Hakken!! Tamagotchi 2,1.45
Namco Museum 64,1.45
Mass Effect 2,1.45
LEGO Battles: Ninjago,1.45
Tony Hawk's American Wasteland (Weekly american sales),1.45
NBA 2K14,1.45
The House of the Dead 2 & 3 Return,1.44
SingStar Pop,1.44
Kirby Super Star,1.44
Sonic & Sega All-Stars Racing,1.44
Disney Infinity,1.44
My Word Coach,1.44
Tiger Woods PGA Tour 2005,1.44
NCAA Football 2003,1.44
Star Wars: The Force Unleashed II,1.43
Frogger 2: Swampy's Revenge,1.43
WWE SmackDown vs Raw 2008,1.43
Kinect Joy Ride,1.43
Smarty Pants,1.43
SNK vs. Capcom: The Match of the Millennium,1.43
Disney's DuckTales,1.43
Disney Princess: Magical Jewels,1.43
Classic NES Series: Super Mario Bros.,1.43
Triple Play 2000,1.43
Anno 2070,1.43
Hasbro Family Game Night,1.43
Sonic Rivals,1.42
BioShock,1.42
Mass Effect 3,1.42
Cabela's Big Game Hunter,1.42
NBA Live 06 (Weekly american sales),1.42
SimCity (2013),1.42
The Legend of Zelda: The Minish Cap,1.42
NFL Street,1.42
Super Metroid,1.42
Pro Yakyuu Family Stadium '87,1.42
Dead Space 2,1.42
Tiger Woods PGA Tour 09 All-Play,1.42
Metal Gear Rising: Revengeance,1.42
Resident Evil (Remake),1.42
Rayman Raving Rabbids,1.42
Dragon Quest Monsters: Joker 2,1.41
UFC Undisputed 2010,1.41
LEGO Star Wars: The Video Game,1.41
Medal of Honor: Warfighter,1.41
Disney's The Lion King,1.41
Sonic's Ultimate Genesis Collection,1.41
Hello Kitty Party,1.41
The Sims 3,1.41
Knockout Kings 2000,1.41
Gran Turismo 4 Prologue,1.41
Diablo III,1.41
Twisted Metal: Black,1.41
NASCAR 2005: Chase for the Cup,1.41
Fight Night Round 4,1.4
Spider-Man: The Movie,1.4
LEGO Star Wars II: The Original Trilogy,1.4
Dead Space,1.4
Need For Speed: Undercover,1.4
2Xtreme,1.4
LEGO Indiana Jones 2: The Adventure Continues,1.4
Ridge Racer,1.4
Sonic Advance 3,1.4
Final Fantasy III,1.4
Tomb Raider (2013),1.4
Colin McRae Rally 3,1.4
Forza Horizon 2,1.4
Madden NFL 2002,1.39
Inazuma Eleven 2,1.39
NBA Jam,1.39
Teenage Mutant Ninja Turtles III: The Manhattan Project,1.39
Dynasty Warriors 5,1.39
Hannah Montana: Spotlight World Tour,1.39
Injustice: Gods Among Us,1.38
Far Cry 2,1.38
Yoshi's New Island,1.38
LEGO Batman 2: DC Super Heroes,1.38
True Crime: Streets of LA,1.38
Toy Story 3: The Video Game,1.38
Bravely Default: Flying Fairy,1.38
Ryse: Son of Rome,1.38
Mortal Kombat X,1.38
Paper Mario,1.38
Rise of the Tomb Raider,1.38
Duke Nukem: Time to Kill,1.38
Sonic Generations,1.38
Dave Mirra Freestyle BMX 2,1.38
Bakugan: Battle Brawlers,1.38
LEGO Indiana Jones: The Original Adventures,1.37
Deus Ex: Human Revolution,1.37
A Collection of Activision Classic Games for the Atari 2600,1.37
Final Fantasy XII: Revenant Wings,1.37
Call of Duty: Black Ops,1.37
Deus Ex: Human Revolution,1.37
Star Wars Knights of the Old Republic II: The Sith Lords,1.37
Pocket Monsters Stadium,1.37
The Sims 2,1.37
Dead Rising 2,1.36
Ridge Racer 7,1.36
Tom Clancy's Ghost Recon 2,1.36
Need for Speed: The Run,1.36
Crash Bandicoot 2: N-Tranced,1.36
Titanfall,1.36
SingStar Abba,1.36
Gradius,1.36
Dragon Quest III: Soshite Densetsu e...,1.36
Centipede,1.36
Dead to Rights,1.36
WWE '13,1.35
Dance Dance Revolution (Japan),1.35
Hasbro Family Game Night 2,1.35
Madden NFL 98,1.35
Gardening Mama,1.35
Burnout Paradise,1.35
Middle-Earth: Shadow of Mordor,1.35
MotorStorm: Pacific Rift,1.35
Samurai Warriors,1.35
Battlefield 4,1.35
The Simpsons: Hit & Run,1.35
Gears of War 4,1.35
SaGa Frontier,1.35
SingStar Party,1.35
FIFA Soccer 08,1.35
FIFA Soccer 09,1.35
Disney Princess: Enchanted Journey,1.35
FIFA Soccer 08,1.35
Test Drive,1.34
Devil May Cry 4,1.34
Tom Clancy's Rainbow Six: Vegas 2,1.34
Metroid: Other M,1.34
Crysis 2,1.34
Chrono Trigger,1.34
Marvel vs. Capcom 3: Fate of Two Worlds,1.34
Mortal Kombat 3,1.34
Doom 3,1.34
Tom Clancy's Rainbow Six: Siege,1.34
F1 2010,1.34
Monster Hunter Freedom,1.34
Donkey Kong Jungle Beat,1.34
Need for Speed Carbon,1.34
Lost Planet: Extreme Condition,1.34
Command & Conquer: Red Alert 2,1.34
NBA 2K15,1.34
Max Payne 2: The Fall of Max Payne,1.34
Battlefield: Bad Company,1.34
MVP Baseball 2004,1.34
Yokai Watch 3,1.33
Ratchet & Clank: Up Your Arsenal (Weekly american sales),1.33
Alan Wake,1.33
Spider-Man: The Movie,1.33
WWF War Zone,1.33
Tony Hawk's Pro Skater,1.33
The Sims: Bustin' Out,1.33
Triple Play 2001,1.33
Metroid Prime 2: Echoes,1.33
The Elder Scrolls V: Skyrim,1.33
Corvette,1.33
WWE SmackDown vs Raw 2008,1.33
Skylanders SWAP Force,1.32
Grand Theft Auto: Chinatown Wars,1.32
UFC Undisputed 2010,1.32
World of Warcraft: Wrath of the Lich King,1.32
Gyromite,1.32
TOCA 2: Touring Cars,1.32
NFL 2K3,1.32
Assassin's Creed III: Liberation,1.32
Fighting Force,1.32
Petz Wild Animals: Dolphinz,1.32
Mega Man Battle Network 4: Red Sun / Blue Moon,1.32
Your Shape: Fitness Evolved,1.32
Need for Speed Underground Rivals,1.32
Madden NFL 97,1.32
The ICO & Shadow of the Colossus Collection,1.31
TNN Motor Sports Hardcore 4x4,1.31
MAG: Massive Action Game,1.31
IHRA Drag Racing 2,1.31
Rage,1.31
LEGO Harry Potter: Years 1-4,1.31
Madagascar,1.31
The Witcher 3: Wild Hunt,1.31
Rugrats Studio Tour,1.31
Pitfall II: Lost Caverns,1.31
Turok: Evolution,1.31
[Prototype],1.31
Burnout 3: Takedown,1.31
The Beatles: Rock Band,1.3
Adventure,1.3
Yu-Gi-Oh! The Sacred Cards,1.3
NBA Live 07,1.3
Yoshi's Woolly World,1.3
Skylanders Giants,1.3
SingStar '80s,1.3
Romancing SaGa 3,1.3
Test Drive 5,1.3
Tekken 6,1.3
Assassin's Creed Syndicate,1.3
Digimon World,1.3
Far Cry 4,1.29
Pokemon Ranger: Guardian Signs,1.29
LEGO Batman: The Videogame,1.29
Mega Man Battle Network 3 Blue / White Version,1.29
Resident Evil Zero,1.29
High School Musical 3: Senior Year DANCE!,1.29
Crysis 2,1.29
Pirates of the Caribbean: The Curse of the Black Pearl,1.29
Mario & Luigi: Partners in Time,1.29
Namco Museum DS,1.29
Deal or No Deal,1.29
Transformers,1.29
Dying Light,1.29
Fallout 4,1.29
Sonic Colors,1.29
Assassin's Creed: Rogue,1.29
EA Playground,1.29
Midnight Club 3: DUB Edition (America weekly sales),1.29
Gold's Gym: Cardio Workout,1.28
The Elder Scrolls Online,1.28
Champions of Norrath,1.28
LEGO Batman: The Videogame,1.28
Yakuman,1.28
Army Men 3D,1.28
Imagine: Wedding Designer,1.28
Twisted Metal 4,1.28
Manhunt,1.28
Need for Speed Carbon,1.28
Silent Hill 2,1.28
Castlevania: Symphony of the Night,1.27
Guitar Hero: Aerosmith,1.27
The LEGO Movie Videogame,1.27
The Sims 2: Nightlife,1.27
Dark Souls II,1.27
Kid Icarus: Uprising,1.27
Pokemon Mystery Dungeon: Gates to Infinity,1.27
LEGO Batman: The Videogame,1.27
Road Rash,1.27
Atlantis,1.27
NBA 2K9,1.27
Tony Hawk's Underground,1.27
Hogan's Alley,1.27
Metal Gear Solid V: Ground Zeroes,1.27
Mystery Case Files: MillionHeir,1.27
.hack//Infection Part 1,1.27
Jillian Michaels' Fitness Ultimatum 2009,1.27
Valkyria Chronicles,1.27
WWE '12,1.27
Sonic Adventure DX: Director's Cut,1.27
Jet Li: Rise to Honor,1.27
Battle Arena Toshinden,1.27
WWE '13,1.27
Final Fantasy X / X-2 HD Remaster,1.27
Need for Speed Rivals,1.27
EA Sports Active 2,1.26
Rockstar Games presents Table Tennis,1.26
Devil Dice,1.26
Football Manager 2011,1.26
Brian Lara Cricket,1.26
Championship Manager 03/04,1.26
Wheel of Fortune,1.26
Tamagotchi Connection: Corner Shop,1.26
Tomb Raider: Underworld,1.26
Kung Fu Panda,1.25
LEGO Battles,1.25
NBA Live 2001,1.25
Saints Row IV,1.25
Star Wars: The Force Unleashed,1.25
Combat,1.25
Watch Dogs,1.25
SOCOM: U.S. Navy SEALs Confrontation,1.25
Dragon Ball: Daimaou Fukkatsu,1.25
Gegege no Kitarou 2: Youkai Gundan no Chousen,1.25
Reel Fishing,1.25
Need for Speed: Most Wanted,1.25
Pokemon XD: Gale of Darkness,1.25
Black,1.25
Tom Clancy's Rainbow Six: Vegas,1.25
LittleBigPlanet PS Vita,1.25
Pokemon Super Mystery Dungeon,1.25
RollerCoaster Tycoon 2,1.25
Ratatouille,1.25
Lara Croft Tomb Raider: The Angel of Darkness,1.25
Tom Clancy's Splinter Cell: Pandora Tomorrow,1.25
Road Rash 3D,1.25
Ratchet: Deadlocked,1.24
Winter Sports: The Ultimate Challenge,1.24
Baldur's Gate: Dark Alliance,1.24
Oddworld: Abe's Oddysee,1.24
Ridge Racer V,1.24
WWE SmackDown vs. Raw 2009,1.24
Tetris 2 (All region sales),1.24
LEGO Harry Potter: Years 5-7,1.24
Star Wars Episode III: Revenge of the Sith,1.24
[Prototype],1.24
Transformers: Autobots / Decepticons,1.24
FIFA Street,1.23
Frogger: The Great Quest,1.23
Madden NFL 17,1.23
Ninja Gaiden,1.23
Cars 2,1.23
Crash Bandicoot: The Wrath of Cortex,1.23
Driv3r,1.23
Assassin's Creed: Bloodlines,1.23
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,1.23
Kingdom Hearts II,1.23
LEGO The Lord of the Rings,1.23
Kirby Tilt 'n' Tumble,1.23
