Name,Global_Sales
Saint,0.02
Grey's Anatomy: The Video Game,0.02
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,0.02
Let's Play Flight Attendant,0.02
F1 Race Stars,0.02
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,0.02
Call of Duty: Modern Warfare Trilogy,0.02
Motto! SoniComi,0.02
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,0.02
Serious Sam: Next Encounter,0.02
Diabolik Lovers: More Blood,0.02
PachiPara 15: Super Umi Monogatari in Okinawa 2,0.02
Serious Sam HD: Gold Edition,0.02
Knight's Apprentice: Memorick's Adventures,0.02
Akai Ito DS,0.02
Natsuiro no Sunadokei,0.02
Freedom Wings,0.02
Unreal Anthology,0.02
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,0.02
Triple Crown Championship Snowboarding,0.02
Dream Chronicles,0.02
18 Wheels of Steel: Extreme Trucker,0.02
X3: Terran War Pack,0.02
Geon Cube,0.02
Left 4 Dead,0.02
Steal Princess,0.02
Ballblazer Champions,0.02
Azada,0.02
Gochuumon wa Usagi Desu ka?? Wonderful Party!,0.02
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,0.02
Galaxy Angel II: Eigou Kaiki no Koku,0.02
Moujuutsukai to Oujisama Portable,0.02
Genroh,0.02
Otome wa Oanesama Boku ni Koi Shiteru Portable,0.02
Iron Phoenix,0.02
Kuon,0.02
Kannou Mukashi Banashi Portable,0.02
Tennis no Oji-Sama: Driving Smash! Side King,0.02
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,0.02
Rose to Tasogare no Kojou,0.02
Tale of a Hero,0.02
UnchainBlades EXXiV,0.02
Mount & Blade,0.02
Carmen Sandiego: The Secret of the Stolen Drums,0.02
Fritz Chess,0.02
Puyo Puyo! 15th Anniversary,0.02
Mind over Matter,0.02
Dies Irae: Amantes Amentes,0.02
The Idolmaster: Gravure For You! Vol.9,0.02
Casper's Scare School: Classroom Capers,0.02
Discovery Kids: Snake Safari,0.02
Heavy Fire: The Chosen Few 3D,0.02
Fuel,0.02
The Settlers IV,0.02
Ryu-koku,0.02
Dungeon Defenders,0.02
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,0.02
GunParade Orchestra: Midori no Shou,0.02
Group S Challenge,0.02
Fritz Chess,0.02
G1 Jockey Wii,0.02
Shooter: Starfighter Sanvein,0.02
Sakura Wars 1 & 2,0.02
Dragon's Lair,0.02
Disney's Meet the Robinsons,0.02
Mata Hari: Betrayal is only a Kiss Away,0.02
Cities in Motion Collection,0.02
Date A Live: Arusu Install,0.02
Terminator 3: The Redemption,0.02
Farm Frenzy,0.02
Tengen Toppa Gurren-Lagann,0.02
Mario Tennis,0.02
Sugoi Hebereke,0.02
Pebble Beach Golf Links,0.02
Veggy World,0.02
Dakar 2: The World's Ultimate Rally,0.02
Balls of Fury,0.02
Indigo Prophecy,0.02
Overlord,0.02
Higurashi Daybreak Portable Mega Edition,0.02
The Lord of the Rings: The Battle for Middle-Earth II,0.02
Whiteout,0.02
Shinken de Watashi ni Koi Shinasai! R,0.02
Command & Conquer: The First Decade,0.02
Shiratsuyu no Kai,0.02
Rugby League Team Manager 2015,0.02
FIFA Soccer 09,0.02
Quake 4,0.02
XGRA: Extreme G Racing Association,0.02
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,0.02
Max Payne,0.02
Taito Legends 2,0.02
Touhou Genso Rondo: Bullet Ballet,0.02
Kill.Switch,0.02
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",0.02
Jinsei Game Wii,0.02
So Blonde,0.02
Atari Flashback Classics: Volume 1,0.02
The Sims: Complete Collection,0.02
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,0.02
SBK: Snowboard Kids,0.02
Gekka Ryouran Romance,0.02
Guess the Logos,0.02
Ore no Yome: Anata Dake no Hanayome,0.02
Resident Evil Zero,0.02
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,0.02
Final Approach 2: 1st Priority,0.02
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,0.02
Homeworld,0.02
Back to the Future: The Game,0.02
Sniper Elite V2,0.02
Moujuutsukai to Oujisama: Snow Bride,0.02
Detective Jinguuji Saburo: Ronde Revenge,0.02
Casper: Spirit Dimensions,0.02
Meitantei Evangelion,0.02
Tsuyo Kiss 2 Portable,0.02
Paragon,0.02
Order of War,0.02
The Fast and the Furious,0.02
Butt-Ugly Martians: Zoom or Doom!,0.02
Mar Heaven: Karudea no Akuma,0.02
Vampire Mansion: Linda Hyde,0.02
Brain Dead 13,0.02
Robotics;Notes,0.02
Maximum Capacity: Hotel Giant,0.02
Sacred Gold,0.02
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,0.02
T.A.C. Heroes : Big Red One,0.02
The King of Fighters NeoWave,0.02
Dungeons & Dragons: Shadow over Mystara,0.02
Super PickUps,0.02
Command & Conquer 3: Deluxe Edition,0.02
Legend: Hand of God,0.02
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,0.02
Atari Flashback Classics: Volume 2,0.02
Aquanaut's Holiday,0.02
Hakuoki: Shinkai - Hana no Shou,0.02
Hot 'n' Cold,0.02
Nisenochigiri,0.02
Sacred 3,0.02
Pro Evolution Soccer 2017,0.02
Wakeboarding Unleashed Featuring Shaun Murray,0.02
Last Escort,0.02
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,0.02
SAW,0.02
World Championship Poker featuring Howard Lederer: All In,0.02
Meikyuu Cross Blood: Reloaded,0.02
Livly Garden,0.02
Nicktoons Collection: Game Boy Advance Video Volume 3,0.02
The Awakened Fate Ultimatum,0.02
Spider-Man 3,0.02
Xblaze: Lost Memories,0.02
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,0.02
Commando: Steel Disaster,0.02
Aria: The Natural ~Tooi Yume no Mirage~,0.02
Fallout Trilogy,0.02
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,0.02
Natalie Brooks: Mystery at Hillcrest High,0.02
Gal Gun,0.02
Hakuouki: Yuugi Roku DS,0.02
Shonen Jump's Shaman King: Master of Spirits 2,0.02
Toki no Kizuna: Hanayui Tsuzuri,0.02
Rinne no Lagrange: Kamogawa Days,0.02
Code R,0.02
The Idolmaster: Gravure For You! Vol.8,0.02
Spirits and Demons: 5 Game Pack,0.02
Disney Sports Football,0.02
Chicken Hunter,0.02
Net High,0.02
Kao Challengers,0.02
Hakuoki: Shinkai - Furi no Shou,0.02
Jake Hunter: Detective Chronicles,0.02
Spider-Man: Web of Shadows,0.02
Demolition Company: Gold Edition,0.02
Onechanbara Special,0.02
Headhunter: Redemption,0.02
Jewel Master: Cradle Of Rome 2,0.02
Daikaijuu Battle: Ultra Coliseum,0.02
Saki: Achiga-Hen Portable,0.02
Minna de Dokusho: Keatai Shousetsu Desu,0.02
Polar Bowler,0.02
Prehistorik Man,0.02
Winter Sports 2011,0.02
F1 2002,0.02
Chicago Enforcer,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,0.02
The Lord of the Rings Online: Mines of Moria,0.02
Chevrolet Camaro: Wild Ride,0.02
Jinguuji Saburou DS: Akai Chou,0.02
Carmageddon: Max Damage,0.02
Stormrise,0.02
Dance Dance Revolution Extra Mix,0.02
UnchainBlades EXXiV,0.02
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,0.02
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,0.02
Super Bowling,0.02
Rat Attack!,0.02
Kawaii Koinu DS 3,0.02
Hoppie,0.02
Chuugen no Hasha: Sangoku Shouseiden,0.02
Resident Evil 4 HD,0.02
Largo Winch .// Commando Sar,0.02
Joker no Kuni no Alice: Wonderful Wonder World,0.02
Cross Treasures,0.02
Painkiller,0.02
Ruff Trigger: The Vanocore Conspiracy,0.02
Fast & Furious: Showdown,0.02
Princess Isabella: A Witch's Curse,0.02
Casper's Scare School: Spooky Sports Day,0.02
War Leaders: Clash of Nations,0.02
Ferrari Challenge Trofeo Pirelli Deluxe,0.02
Silent Bomber,0.02
Samurai & Dragons,0.02
Elminage Original: Majo to Megami to Kamigami no Yubiwa,0.02
PDC World Championship Darts: Pro Tour,0.02
TalkMan,0.02
RollerCoaster Tycoon World,0.02
Oil Rush,0.02
XGRA: Extreme G Racing Association,0.02
Arslan: The Warriors of Legend,0.02
Darksiders: Warmastered Edition,0.02
Uta no * Prince-Sama,0.02
Agatha Christie: The ABC Murders,0.02
Elminage Gothic: Ulm Zakir to Yami no Gishiki,0.02
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,0.02
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,0.02
Mushishi: Amefuru Sato,0.02
Timmy Time,0.02
Arcana Famiglia: Vascello Phantasma no Majutsushi,0.02
Lara Croft and the Temple of Osiris,0.02
The Legend of Heroes: Trails in the Sky Second Chapter,0.02
Airport Simulator,0.02
Motocross Mania 3,0.02
Winning Post 7: Maximum 2007,0.02
ESPN MLS ExtraTime 2002,0.02
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,0.02
Vitamin R,0.02
Angelique Retour,0.02
Fist of the North Star: Ken's Rage 2,0.02
Blazing Angels: Squadrons of WWII,0.02
Hellgate: London,0.02
Gakuen K: Wonderful School Days,0.02
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,0.02
Guitar Freaks V2 & DrumMania V2,0.02
Backyard Baseball '09,0.02
Dynasty Warriors 8: Empires,0.02
Puzzle City,0.02
Dance! It's Your Stage,0.02
CV Casting Voice,0.02
Pastel Chime Continue,0.02
Zwei!!,0.02
The Sims 2: Happy Holiday Stuff,0.02
Ro-Kyu-Bu! Lost Secret,0.02
Pump It Up: Exceed,0.02
Tenkai Knights: Brave Battle,0.02
TOCA Race Driver 3,0.02
Malice,0.02
Devil Survivor: Over Clock,0.02
Defendin' De Penguin,0.02
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,0.02
Kokoro Connect: Yochi Random,0.02
Littlest Pet Shop,0.02
Warship Gunner 2 Portable,0.02
Downtown Nekketsu Jidaigek,0.02
B-17: Fortress in the Sky,0.02
Spanish for Everyone!,0.02
Battle Princess of Arcadias,0.02
Chuck E. Cheese's Super Collection,0.02
Runaway: A Twist of Fate,0.02
Uchuu Keiji Tamashii: The Space Sheriff Spirits,0.02
X-Plane 10 Global,0.02
Drakensang: The Dark Eye,0.02
WRC 2: FIA World Rally Championship,0.02
Car Battler Joe,0.02
StormLover Karen!!,0.02
Digimon Rumble Arena 2,0.02
Steins;Gate: Hiyoku Renri no Darling,0.02
Ten Pin Alley 2,0.02
Coded Soul: Uke Keigareshi Idea,0.02
AIR,0.02
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,0.02
Otoko Yukaku,0.02
Mount & Blade Collection,0.02
Ridge Racer Unbounded,0.02
Mortal Kombat,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,0.02
Virtua Pro Football,0.02
Date-A-Live Twin Edition: Rio Reincarnation,0.02
Adidas Power Soccer 98,0.02
Natsuiro High School: Seishun Hakusho,0.02
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),0.02
Heroes VS,0.02
Mini Ninjas,0.02
Sotsugyou II: Neo Generation Special,0.02
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,0.02
Kazoku Keikaku,0.02
Resident Evil 5 HD,0.02
Super Fruit Fall,0.02
Jelly Belly: Ballistic Beans,0.02
Army Rescue,0.02
Tom Clancy's Splinter Cell Classic Trilogy HD,0.02
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",0.02
UFO: Trilogy,0.02
Amatsumi Sora ni! Kumo no Hatate ni,0.02
Dark Tales: Edgar Allan Poe's The Premature Burial,0.02
Aoishiro,0.02
Mount & Blade: Warband,0.02
Virtual Kasparov,0.02
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,0.02
PC Engine Best Collection: Tengai Makyou Collection,0.02
Kung Fu Panda: Showdown of Legendary Legends,0.02
Kung Fu Panda: Showdown of Legendary Legends,0.02
Speed Kings,0.02
Mighty No. 9,0.02
You Don't Know Jack,0.02
Crysis: Warhead,0.02
ESPN MLS ExtraTime 2002,0.02
Worldwide Soccer Manager 2007,0.02
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,0.02
The Sims 2: Family Fun Stuff,0.02
Dreamer Series: Horse Trainer,0.02
Hogs of War,0.02
Elven Legacy,0.02
Katekyoo Hitman Reborn! Dream Hyper Battle!,0.02
Muchi Muchi Pork & Pink Sweets,0.02
Trapped Dead,0.02
Meiji Toukyou Renka,0.02
Point Blank 3,0.02
Mushihimesama,0.02
Higurashi no Naku Koro ni: Jan,0.02
Ratchet & Clank Collection,0.02
Elvandia Story,0.02
Winning Post 8 2016,0.02
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,0.02
Triggerheart Excelica Enhanced,0.02
Vietcong,0.02
Nervous Brickdown,0.02
Puzzle Star Sweep,0.02
Battle Spirits: Kiseki no Hasha,0.02
Maximum Racing: Crash Car Racer,0.02
The Conveni 4,0.02
The Cheetah Girls,0.02
Charlie's Angels,0.02
Kamen Rider: Battride War II,0.02
Niko Puchi Girls Runway,0.02
uDraw Studio: Instant Artist,0.02
The Testament of Sherlock Holmes,0.02
Seitokai no Ichizon: DS-suru Seitokai,0.02
Disney Infinity,0.02
Guitar Hero III: Legends of Rock,0.02
Teenage Mutant Ninja Turtles Double Pack,0.02
The Crew: Wild Run,0.02
Prism Ark: Awake,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,0.02
Rozen Maiden: Duellwalzer,0.02
Rugby 06,0.02
Winter Blast: 9 Snow & Ice Games,0.02
Coven and Labyrinth of Refrain,0.02
Marvel Avengers: Battle for Earth,0.02
Natsuiro High School: Seishun Hakusho,0.02
Uppers,0.02
Shrek / Shark Tale Game Boy Advance Video,0.02
Lovely x Cation 1 & 2,0.02
Urban Chaos: Riot Response,0.02
Starship Troopers,0.02
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,0.02
Ginga Fukei Densetsu: Sapphire,0.02
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,0.02
The Mummy,0.02
Guitar Freaks V3 & DrumMania V3,0.02
Chrysler Classic Racing,0.02
The Crow: City of Angels,0.02
Military History: Commander - Europe at War,0.02
Snow Portable,0.02
Heroes of the Pacific,0.02
Poyo Poyo Kansatsu Nikki,0.02
Jinsei Game DS,0.02
Guitar Freaks & DrumMania: Masterpiece Gold,0.02
7 Roses: A Darkness Rises,0.02
Nil Admirari no Tenbin: Teito Genwaku Toukidan,0.02
Broken Sword: The Sleeping Dragon,0.02
Reversal Challenge,0.02
Darksiders,0.02
Tycoon City: New York,0.02
Miyako,0.02
Motto NUGA-CEL!,0.02
NHL 09,0.02
Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),0.02
Super Dodge Ball,0.02
11eyes: CrossOver,0.02
Gon: BakuBakuBakuBaku Adventure,0.02
Style Book: Junior City,0.02
Earth Seeker,0.02
The Crew: Wild Run,0.02
"Warhammer 40,000: Dawn of War: Soulstorm",0.02
IGT Slots: Lucky Larry's Lobstermania,0.02
Atlantic Quest,0.02
Bakumatsu Rock: Ultra Soul,0.02
Barbie as the Princess and the Pauper,0.02
Tantei Opera: Milky Holmes,0.02
PopCap Hits!,0.02
Entaku no Seito: The Eternal Legend,0.02
New Atelier Rorona: Hajimari no Monogatari,0.02
WorldShift,0.02
My Hero: Doctor,0.02
Rainbow Islands Revolution,0.02
Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,0.02
Pillars of Eternity,0.02
Cabela's Alaskan Adventure,0.02
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,0.02
Elf Bowling 1 & 2,0.02
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",0.02
Germany's Next Topmodel 2011,0.02
Heavy Fire: Afghanistan,0.02
Arabians Lost: The Engagement on Desert,0.02
Legendary,0.02
Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,0.02
Garfield Gets Real,0.02
SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,0.02
Gakken DS: Shin TOEIC Test Kanzen Kouryaku,0.02
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,0.02
Crime Scene,0.02
Puzzle Guzzle,0.02
Starry ? Sky: After Summer,0.02
Thomas & Friends: Hero of the Rails,0.02
Empire Deluxe,0.02
ESPN NFL Primetime 2002,0.02
Gallop Racer Inbreed,0.02
Red Ninja: End of Honor,0.02
Ketsui: Kizuna Jigoku Tachi Extra,0.02
Frisbee Disc Freestyle / Frisbee Disc Golf,0.02
The King of Fighters Collection: The Orochi Saga (JP sales),0.02
Suzumiya Haruhi-Chan no Mahjong,0.02
Commandos 3: Destination Berlin,0.02
Tsuki no Hikari: Shizumeru Kane no Satsujin,0.02
James Bond 007: Blood Stone,0.02
Chili Con Carnage,0.02
Writing and Speaking Beautiful Japanese DS,0.02
Sega Ages 2500 Series Vol. 26: Dynamite Deka,0.02
Kong: The Animated Series,0.02
Puzzle Quest: Challenge of the Warlords,0.02
Casper's Scare School: Spooky Sports Day,0.02
Koisuru Otome to Shugo no Tate Portable,0.02
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,0.02
Garfield's Nightmare,0.02
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",0.02
Bakumatsu Renka: Karyuu Kenshi-den,0.02
Grisaia no Rakuen: Le Eden de la Grisaia,0.02
Iridium Runners,0.02
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,0.02
Tiny Toon Adventures: Wacky Stackers,0.02
Princess Frontier Portable,0.02
Rock Blast,0.02
Touch Detective (JP sales),0.02
Emergency Mayhem,0.02
Mary King's Riding School,0.02
Voodoo Chronicles: First Sign,0.02
Rising Zan: The Samurai Gunman,0.02
Uru: Ages Beyond Myst,0.02
Prince of Stride,0.02
Robopon 2: Cross Version,0.02
Mai-Otome Hime: Otome Butou Shi,0.02
Ben 10 Omniverse 2,0.02
TMNT: Mutant Melee,0.02
Ultimate Puzzle Games,0.02
Kimikare: New Semester,0.02
Katekyoo Hitman Reborn! Kindan no Yami no Delta,0.02
Prototype: Biohazard Bundle,0.02
RoboCop,0.02
Haneru no Tobira Wii: Girigirissu,0.02
Elminage II: Sousei no Megami to Unmei no Daichi,0.02
Titanic Mystery,0.02
Aqua Panic!,0.02
Blazing Souls,0.02
Blood Bowl: Legendary Edition,0.02
Invizimals: The Lost Kingdom,0.02
Worms,0.02
Seinaru Kana: Orichalcum no Na no Motoni,0.02
NHL 2K3,0.02
The Hustle: Detroit Streets,0.02
Tail of the Sun,0.02
Revolution: 25th Anniversary Collection,0.02
Barnyard Blast: Swine of the Night,0.02
Back to the Future: The Game,0.02
Space Channel 5: Ulala's Cosmic Attack,0.02
Balls of Fury,0.02
Still Life 2,0.02
Virtua Quest,0.02
Disney Sports Basketball,0.02
Ozzy & Drix,0.02
Nobunaga no Yabou: Soutensoku with Power-Up Kit,0.02
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,0.02
Disney Sports Football,0.02
Castle Shikigami 2,0.02
Wizardry Twin Pack,0.02
Rabbids Invasion: The Interactive TV Show,0.02
Gadget Racers (PAL),0.02
Moe Star: Moeru Toudai Eigojuku,0.02
The Cube,0.02
Bejeweled Blitz,0.02
Peggle Nights,0.02
Pulse Racer,0.02
Freestyle Metal X,0.02
Tegami Bachi: Kokoro Tsumugu Mono e,0.02
Spirits & Spells,0.02
Agatha Christie: Death on the Nile,0.02
Antiphona no Seikahime: Tenshi no Gakufu Op.A,0.02
NBA 07,0.02
Mystery Tales 2: The Spirit Mask,0.02
Rogue Trooper,0.02
Combat Flight Simulator 3: Battle for Europe,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,0.02
Tomb Raider: Legend,0.02
Command & Conquer 3: Kane's Wrath,0.02
Eyeshield 21: Portable Edition,0.02
Taishou Moebius Line Vitable,0.02
Robotics;Notes,0.02
Kabushiki Baibai Trainer: Kabutore! Next,0.02
Machi: Unmei no Kousaten,0.02
Golden Nugget Casino DS,0.02
Machi-ing Maker 4,0.02
World Class Rugby 2: Kokunai Gekitou Hen '93,0.02
Ketsui Death Label,0.02
This War of Mine,0.02
Mechanic Master 2,0.02
SD Gundam Force,0.02
Clover no Kuni no Alice: Wonderful Wonder World,0.02
Abunai: Koi no Sousa Shitsu,0.02
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,0.02
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,0.02
Raven Squad: Operation Hidden Dagger,0.02
Monster High 13 Wishes,0.02
Myth Makers: Super Kart GP,0.02
Canada Hunt,0.02
Planetarian: Chiisana Hoshi no Yume,0.02
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,0.02
Roommate Asami: Okusama wa Joshikousei,0.02
Cabbage Patch Kids: The Patch Puppy Rescue,0.02
Pirates: Legend of the Black Buccaneer,0.02
Let's Dance with Mel B,0.02
Horrid Henry: Missions of Mischief,0.02
East India Company,0.02
Ultraman Star Chronicles,0.02
Amagoushi no Yakata,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,0.02
Ginga Tetsudou 999 DS,0.02
Aedis Eclipse: Generation of Chaos,0.02
Koihime Enbu,0.02
Franklin: A Birthday Surprise,0.02
Without Warning,0.02
Suzunone Seven: Rebirth Knot,0.02
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",0.02
Zoids Dash,0.02
Digimon Rumble Arena,0.02
Vitamin X Evolution Plus,0.02
NEVES,0.02
Dynasty Warriors: Eiketsuden,0.02
Wild West Shootout,0.02
MuvLuv Double Pack,0.02
Super Speed Machines,0.02
Goblin Commander: Unleash the Horde,0.02
Final Fight: Streetwise,0.02
Nano Diver,0.02
Mary King's Riding School 2,0.02
Elkrone no Atelier: Dear for Otomate,0.02
Top Gear RPM Tuning,0.02
Painkiller: Hell & Damnation,0.02
Memories Off: Yubikiri no Kioku,0.02
Otometeki Koi Kakumei * Love Revo!! DS,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,0.02
Clock Zero: Shuuen no Ichibyou - ExTime,0.02
Cross + Channel,0.02
Mark McMorris Infinite Air,0.02
Shin Hayarigami 2,0.02
Cabela's Big Game Hunter: Pro Hunts,0.02
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,0.02
Micro Machines V4,0.02
Root Infinity Rexx,0.02
Dungeons - The Dark Lord,0.02
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,0.02
Memories Off: Yubikiri no Kikou,0.02
Hurry Up Hedgehog!,0.02
L.G.S: Shinsetsu Houshinengi,0.02
Battle Engine Aquila,0.02
Divinity: Original Sin,0.02
One Piece Mansion,0.02
Discworld II: Mortality Bytes!,0.02
Uchi no 3 Shimai DS,0.02
Airline Tycoon,0.02
Soul Eater: Monotone Princess,0.02
Strike Witches: Shirogane no Tsubasa,0.02
Kaleidoeve,0.02
Big Idea's VeggieTales: LarryBoy and the Bad Apple,0.02
Broken Sword 5: The Serpent's Curse,0.02
My Ballet Studio,0.02
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,0.02
Moujuutsukai to Oujisama,0.02
Rocksmith 2014 Edition Remastered,0.02
Bomberman 2,0.02
Unreal Tournament 2004,0.02
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,0.02
Cube,0.02
Pirates of the Burning Sea,0.02
Just Cause,0.02
Army Men: Major Malfunction,0.02
Dunamis 15,0.02
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,0.02
Yoake Yori Ruriiro na Portable,0.02
Big Bass Fishing,0.02
Storm Lover 2nd V,0.02
Reine des Fleurs,0.02
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,0.02
Namco Museum 50th Anniversary (JP sales),0.02
Turbo: Super Stunt Squad,0.02
The Haunted: Hell's Reach,0.02
Disciples III: Renaissance,0.02
The Longest Journey,0.02
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,0.02
Let's Pilates!,0.02
Irritating Stick,0.02
Chou!! Super Nep League DS,0.02
WTA Tour Tennis,0.02
Lost: Via Domus,0.02
Judge Dredd: Dredd Vs Death,0.02
Rugby League Live 3,0.02
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,0.02
Platypus,0.02
Davis Cup Tennis,0.02
Pro Rally,0.02
Kimi ni Todoke: Sodateru Omoi,0.02
Elven Legacy Collection,0.02
Hands On! Tangrams,0.02
Brave Story: Boku no Kioku to Negai,0.02
Zombie Hunters 2,0.02
Memories Off #5: Encore,0.02
Custom Drive,0.02
Dark Void,0.02
LEGO Star Wars: The Video Game,0.02
Tsuyo Kiss 2 Gakki: Swift Love,0.02
Konductra,0.02
Samurai Jack: The Shadow of Aku,0.02
Cookie & Cream,0.02
Winning Post 7 2013,0.02
The Incredibles: Rise of the Underminer,0.02
Psychedelica of the Black Butterfly,0.02
Stronghold Legends,0.02
Let's Yoga!,0.02
Busou Renkin: Youkoso Papillon Park e,0.02
Ore wa Shoujo Mangaka,0.02
Emergency 2012,0.02
Puyo Puyo Tetris,0.02
Exhibition Volume 6,0.02
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,0.02
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,0.02
Collar x Malice,0.02
Kao the Kangaroo Round 2,0.02
The Dark Hills of Cherai,0.02
Pirates PlundArrr,0.02
Zoey 101: Field Trip Fiasco,0.02
Dream C Club: GoGo ,0.02
Usavichi: Game no Jikan,0.02
Summer Challenge: Athletics Tournament,0.02
Battle Spirits: Hero's Soul,0.02
Pachi-Slot Higrashi no Naku Koro ni Matsuri,0.02
Otona no Renai Shousetsu: Harlequin Selection,0.02
White Album 2: Shiawase no Mukougawa,0.02
W.L.O. Sekai Renai Kikousen,0.02
New Interpretation Stranger of Sword City,0.02
Final Fantasy XI: All-In-One Pack 2006,0.02
Pippa Funnell: Ranch Rescue,0.02
Joint Operations: Combined Arms,0.02
Kadenz fermata//Akkord:fortissimo,0.02
Worms World Party,0.02
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,0.02
Dancing on Ice,0.02
Winning Post 7: Maximum 2007,0.02
Professional Farmer 2016,0.02
Sarah: Keeper of the Unicorn,0.02
Storm Lover 2nd,0.02
Gears of War,0.02
Dragon Booster,0.02
Dragon's Dogma Online: Season 2,0.02
Gaist Crusher God,0.02
DJ Star,0.02
Arcana Famiglia 2,0.02
Shinkyoku Soukai Polyphonica,0.02
PDC World Championship Darts 2008,0.02
Post Mortem,0.02
Kiss Bell,0.02
San Goku Shi DS 2,0.02
Strongest Tokyo University Shogi DS,0.02
Shin Sangoku Musou Online: Souten Ranbu,0.02
V-Rally 3,0.02
Wall-E,0.02
Majesty 2: The Fantasy Kingdom Sim,0.02
LEGO Star Wars II: The Original Trilogy,0.02
Dead to Rights,0.02
Thunder Force VI,0.02
Full House Kiss 2,0.02
Dinotopia: The Sunstone Odyssey,0.02
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,0.02
